agency_cd,site_no,date,q.arklasco,tmax.arklasco,tmin.arklasco,ec.arklasco,,,,INDEP,SHIFT,DEP
USGS,7124000,6/28/2008,424,23.8,21.8,1050,,,,,,
USGS,7124000,6/29/2008,266,NA,NA,NA,,,,,,
USGS,7124000,6/30/2008,473,26.1,20.5,894,,,,,,
USGS,7124000,7/1/2008,629,26.5,21.5,772,,,,,,
USGS,7124000,7/2/2008,680,26.3,22.4,756,,,,,,
USGS,7124000,7/3/2008,856,25,21.6,719,,,,,,
USGS,7124000,7/4/2008,992,26,22.1,702,,,,,,
USGS,7124000,7/5/2008,911,26.4,22.4,778,,,,,,
USGS,7124000,7/6/2008,641,27.4,23,889,,,,,,
USGS,7124000,7/7/2008,760,24.8,22.7,776,,,,,,
USGS,7124000,7/8/2008,608,25.5,21.7,867,,,,,,
USGS,7124000,7/9/2008,488,25.7,21.5,961,,,,,,
USGS,7124000,7/10/2008,616,26.5,21.5,827,,,,,,
USGS,7124000,7/11/2008,604,27.3,22.5,825,,,,,,
USGS,7124000,7/12/2008,557,25.2,21,875,,,,,,
USGS,7124000,7/13/2008,558,24,19.1,892,,,,,,
USGS,7124000,7/14/2008,564,25.8,20.6,898,,,,,,
USGS,7124000,7/15/2008,570,27,21.8,905,,,,,,
USGS,7124000,7/16/2008,618,27.7,22.9,918,,,,,,
USGS,7124000,7/17/2008,966,27.5,23.5,710,,,,,,
USGS,7124000,7/18/2008,1070,26.6,23.9,689,,,,,,
USGS,7124000,7/19/2008,1110,26.8,23.2,739,,,,,,
USGS,7124000,7/20/2008,1100,26.6,22.9,785,,,,,,
USGS,7124000,7/21/2008,1020,27.1,23.1,825,,,,,,
USGS,7124000,7/22/2008,683,28.1,23.7,1060,,,,,,
USGS,7124000,7/23/2008,669,28.5,23.8,1110,,,,,,
USGS,7124000,7/24/2008,613,29.1,24.3,1080,,,,,,
USGS,7124000,7/25/2008,559,28.7,24.5,1080,,,,,,
USGS,7124000,7/26/2008,539,27.9,24,1070,,,,,,
USGS,7124000,7/27/2008,491,26.6,24,1080,,,,,,
USGS,7124000,7/28/2008,456,28.9,23.1,1070,,,,,,
USGS,7124000,7/29/2008,440,27.8,23.9,1080,,,,,,
USGS,7124000,7/30/2008,481,28.3,23.6,1060,,,,,,
USGS,7124000,7/31/2008,433,28.5,23.2,1110,,,,,,
USGS,7124000,8/1/2008,455,28.1,23.4,1120,,,,,,
USGS,7124000,8/2/2008,415,27.7,23,1160,,,,,,
USGS,7124000,8/3/2008,347,28.6,22.4,1130,,,,,,
USGS,7124000,8/4/2008,295,29.2,23.2,1190,,,,,,
USGS,7124000,8/5/2008,266,27.6,22.7,1210,,,,,,
USGS,7124000,8/6/2008,298,25.9,22.5,1080,,,,,,
USGS,7124000,8/7/2008,229,23.5,20.7,1190,,,,,,
USGS,7124000,8/8/2008,198,25.3,20,NA,,,,,,
USGS,7124000,8/9/2008,333,27.7,22.1,1040,,,,,,
USGS,7124000,8/10/2008,538,26.9,23.8,880,,,,,,
USGS,7124000,8/11/2008,623,27.4,23.3,872,,,,,,
USGS,7124000,8/12/2008,738,27.3,23.4,877,,,,,,
USGS,7124000,8/13/2008,802,25.8,22.2,890,,,,,,
USGS,7124000,8/14/2008,690,25.3,21.7,1050,,,,,,
USGS,7124000,8/15/2008,576,22.5,19.9,1190,,,,,,
USGS,7124000,8/16/2008,810,19.9,17.5,1040,,,,,,
USGS,7124000,8/17/2008,447,20.2,17.3,1410,,,,,,
USGS,7124000,8/18/2008,371,22.1,18.1,1480,,,,,,
USGS,7124000,8/19/2008,732,21.1,18.4,1130,,,,,,
USGS,7124000,8/20/2008,379,23.6,18.1,1450,,,,,,
USGS,7124000,8/21/2008,285,25.6,19.1,1640,,,,,,
USGS,7124000,8/22/2008,244,26.2,19.8,1670,,,,,,
USGS,7124000,8/23/2008,301,24.3,20.4,1490,,,,,,
USGS,7124000,8/24/2008,402,25.9,20.9,1330,,,,,,
USGS,7124000,8/25/2008,379,25.7,21.3,1320,,,,,,
USGS,7124000,8/26/2008,274,26.7,20.9,1560,,,,,,
USGS,7124000,8/27/2008,192,NA,NA,NA,,,,,,
USGS,7124000,8/28/2008,207,24.9,NA,NA,,,,,,
USGS,7124000,8/29/2008,218,24.5,19.9,1710,,,,,,
USGS,7124000,8/30/2008,241,25.3,19.8,1650,,,,,,
USGS,7124000,8/31/2008,217,24.7,19.4,NA,,,,,,
USGS,7124000,9/1/2008,257,24.5,19.6,1690,,,,,,
USGS,7124000,9/2/2008,274,22.5,18.4,1650,,,,,,
USGS,7124000,9/3/2008,242,21.5,16.9,1750,,,,,,
USGS,7124000,9/4/2008,218,22.1,15.5,1850,,,,,,
USGS,7124000,9/5/2008,196,20.5,16.4,1930,,,,,,
USGS,7124000,9/6/2008,193,21.6,15.6,1930,,,,,,
USGS,7124000,9/7/2008,196,23.3,17.1,1860,,,,,,
USGS,7124000,9/8/2008,172,NA,15.9,NA,,,,,,
USGS,7124000,9/9/2008,154,22.3,NA,NA,,,,,,
USGS,7124000,9/10/2008,139,23.7,16.1,2080,,,,,,
USGS,7124000,9/11/2008,114,22.3,16.3,2190,,,,,,
USGS,7124000,9/12/2008,87,21.5,16.8,2350,,,,,,
USGS,7124000,9/13/2008,86,25.1,15.5,2360,,,,,,
USGS,7124000,9/14/2008,134,22.8,15,2180,,,,,,
USGS,7124000,9/15/2008,328,21,16.3,1270,,,,,,
USGS,7124000,9/16/2008,316,21.2,16,1350,,,,,,
USGS,7124000,9/17/2008,280,21.5,16.2,1470,,,,,,
USGS,7124000,9/18/2008,221,22,16.1,1590,,,,,,
USGS,7124000,9/19/2008,170,22.4,15.5,1800,,,,,,
USGS,7124000,9/20/2008,123,23,15.5,2020,,,,,,
USGS,7124000,9/21/2008,96,22.8,15.7,2160,,,,,,
USGS,7124000,9/22/2008,75,23.6,15.6,2320,,,,,,
USGS,7124000,9/23/2008,64,24.3,14.5,2500,,,,,,
USGS,7124000,9/24/2008,55,25.4,14.1,2680,,,,,,
USGS,7124000,9/25/2008,57,25.6,14.4,2580,,,,,,
USGS,7124000,9/26/2008,60,25.3,14.5,2400,,,,,,
USGS,7124000,9/27/2008,58,24.6,15,2430,,,,,,
USGS,7124000,9/28/2008,56,25.3,15.5,2480,,,,,,
USGS,7124000,9/29/2008,56,23,14.2,2450,,,,,,
USGS,7124000,9/30/2008,55,23.3,12.4,2430,,,,,,
USGS,7124000,10/1/2008,56,22.6,12.5,2380,,,,,,
USGS,7124000,10/2/2008,53,22.9,12.9,2430,,,,,,
USGS,7124000,10/3/2008,49,22.4,12.6,2540,,,,,,
USGS,7124000,10/4/2008,45,21.1,12.5,2590,,,,,,
USGS,7124000,10/5/2008,44,21.5,14.3,2650,,,,,,
USGS,7124000,10/6/2008,47,19.6,13.3,2570,,,,,,
USGS,7124000,10/7/2008,60,20.5,10.9,2320,,,,,,
USGS,7124000,10/8/2008,50,21,10.7,2560,,,,,,
USGS,7124000,10/9/2008,53,20.1,11.2,2570,,,,,,
USGS,7124000,10/10/2008,55,20.7,10.9,2400,,,,,,
USGS,7124000,10/11/2008,56,13.1,11.4,2270,,,,,,
USGS,7124000,10/12/2008,164,16.7,13,1710,,,,,,
USGS,7124000,10/13/2008,186,14.8,11.6,1580,,,,,,
USGS,7124000,10/14/2008,111,12.5,11.1,1860,,,,,,
USGS,7124000,10/15/2008,105,16.1,9.3,2000,,,,,,
USGS,7124000,10/16/2008,96,17,9.6,2120,,,,,,
USGS,7124000,10/17/2008,93,18.3,10.6,2150,,,,,,
USGS,7124000,10/18/2008,86,19.2,10.7,2170,,,,,,
USGS,7124000,10/19/2008,79,19.6,11.7,2230,,,,,,
USGS,7124000,10/20/2008,70,13.8,12.4,2300,,,,,,
USGS,7124000,10/21/2008,68,17.8,11.5,2350,,,,,,
USGS,7124000,10/22/2008,63,12,7.3,2410,,,,,,
USGS,7124000,10/23/2008,63,9.2,6.3,2370,,,,,,
USGS,7124000,10/24/2008,66,14.1,4.8,2370,,,,,,
USGS,7124000,10/25/2008,66,15.9,6.6,2320,,,,,,
USGS,7124000,10/26/2008,58,14.9,8.6,2330,,,,,,
USGS,7124000,10/27/2008,51,15,6.1,2510,,,,,,
USGS,7124000,10/28/2008,51,16.6,6.6,2530,,,,,,
USGS,7124000,10/29/2008,51,17,7.6,2500,,,,,,
USGS,7124000,10/30/2008,49,18,8.4,2520,,,,,,
USGS,7124000,10/31/2008,46,17.5,8.4,2540,,,,,,
USGS,7124000,11/1/2008,46,16.8,8.8,2570,,,,,,
USGS,7124000,11/2/2008,53,17.3,8.6,2430,,,,,,
USGS,7124000,11/3/2008,52,17,10.5,2370,,,,,,
USGS,7124000,11/4/2008,45,15.9,8.8,2500,,,,,,
USGS,7124000,11/5/2008,48,12.9,7.7,2500,,,,,,
USGS,7124000,11/6/2008,54,13.1,5.7,2400,,,,,,
USGS,7124000,11/7/2008,51,12.8,4.6,2410,,,,,,
USGS,7124000,11/8/2008,47,14.1,6.7,2450,,,,,,
USGS,7124000,11/9/2008,46,13,6.6,2470,,,,,,
USGS,7124000,11/10/2008,50,9.6,7.4,2410,,,,,,
USGS,7124000,11/11/2008,51,13.1,5.8,2380,,,,,,
USGS,7124000,11/12/2008,48,13.4,6.3,2420,,,,,,
USGS,7124000,11/13/2008,54,13.8,6.5,2300,,,,,,
USGS,7124000,11/14/2008,66,8.4,4.3,2180,,,,,,
USGS,7124000,11/15/2008,142,8.2,2.5,1890,,,,,,
USGS,7124000,11/16/2008,293,7.5,2.8,1420,,,,,,
USGS,7124000,11/17/2008,223,9.1,4.9,1830,,,,,,
USGS,7124000,11/18/2008,200,10.2,5.4,2090,,,,,,
USGS,7124000,11/19/2008,182,11,6.6,2150,,,,,,
USGS,7124000,11/20/2008,162,8.2,5.7,2200,,,,,,
USGS,7124000,11/21/2008,161,8.2,3.7,2240,,,,,,
USGS,7124000,11/22/2008,155,8.2,3.6,2260,,,,,,
USGS,7124000,11/23/2008,158,7.6,3.8,2260,,,,,,
USGS,7124000,11/24/2008,161,7.7,3.3,2240,,,,,,
USGS,7124000,11/25/2008,168,7.2,2.6,2250,,,,,,
USGS,7124000,11/26/2008,171,6.7,2.6,2260,,,,,,
USGS,7124000,11/27/2008,171,5.2,3.8,2270,,,,,,
USGS,7124000,11/28/2008,175,5.4,3.9,2270,,,,,,
USGS,7124000,11/29/2008,178,6.5,3.8,2250,,,,,,
USGS,7124000,11/30/2008,173,6.8,3.5,2250,,,,,,
USGS,7124000,12/1/2008,171,6.4,2,2250,,,,,,
USGS,7124000,12/2/2008,172,7.1,3.2,2230,,,,,,
USGS,7124000,12/3/2008,164,6.8,4.2,2250,,,,,,
USGS,7124000,12/4/2008,150,4.4,0.8,2250,,,,,,
USGS,7124000,12/5/2008,162,4.3,0.5,2320,,,,,,
USGS,7124000,12/6/2008,152,5.4,1.3,2160,,,,,,
USGS,7124000,12/7/2008,145,7.1,2.7,2050,,,,,,
USGS,7124000,12/8/2008,146,8.9,5.2,2160,,,,,,
USGS,7124000,12/9/2008,154,5.8,1.8,2130,,,,,,
USGS,7124000,12/10/2008,154,3.8,0,2170,,,,,,
USGS,7124000,12/11/2008,147,5.2,0.8,2220,,,,,,
USGS,7124000,12/12/2008,144,5.5,1.7,2260,,,,,,
USGS,7124000,12/13/2008,144,6.9,2.3,2230,,,,,,
USGS,7124000,12/14/2008,144,5,0,2260,,,,,,
USGS,7124000,12/15/2008,129,0,0,2450,,,,,,
USGS,7124000,12/16/2008,134,2,0,2520,,,,,,
USGS,7124000,12/17/2008,145,3.5,0,2440,,,,,,
USGS,7124000,12/18/2008,163,3.6,0,2320,,,,,,
USGS,7124000,12/19/2008,168,3.7,0,2260,,,,,,
USGS,7124000,12/20/2008,163,2.5,0,2250,,,,,,
USGS,7124000,12/21/2008,142,0.6,0,2330,,,,,,
USGS,7124000,12/22/2008,124,3.7,0,2420,,,,,,
USGS,7124000,12/23/2008,153,3.9,0,2250,,,,,,
USGS,7124000,12/24/2008,158,3.6,0,2200,,,,,,
USGS,7124000,12/25/2008,146,6.3,0.7,2260,,,,,,
USGS,7124000,12/26/2008,148,7.3,3.5,2300,,,,,,
USGS,7124000,12/27/2008,147,4.8,1.4,2300,,,,,,
USGS,7124000,12/28/2008,139,5.1,0,2310,,,,,,
USGS,7124000,12/29/2008,135,6.6,1.3,2310,,,,,,
USGS,7124000,12/30/2008,132,7.2,2.8,2300,,,,,,
USGS,7124000,12/31/2008,125,4.2,1.1,2310,,,,,,
USGS,7124000,1/1/2009,124,5,0.6,2330,,,,,,
USGS,7124000,1/2/2009,129,6.8,2,2340,,,,,,
USGS,7124000,1/3/2009,129,7.3,3.6,2340,,,,,,
USGS,7124000,1/4/2009,129,4.5,0.9,2360,,,,,,
USGS,7124000,1/5/2009,127,4.3,0,2360,,,,,,
USGS,7124000,1/6/2009,127,5.3,0.4,2360,,,,,,
USGS,7124000,1/7/2009,126,5.8,0.4,2350,,,,,,
USGS,7124000,1/8/2009,126,7.9,1.9,2360,,,,,,
USGS,7124000,1/9/2009,126,6.7,2.8,2360,,,,,,
USGS,7124000,1/10/2009,125,5.7,0.8,2370,,,,,,
USGS,7124000,1/11/2009,123,5.5,0.3,2370,,,,,,
USGS,7124000,1/12/2009,122,2.5,0.2,2370,,,,,,
USGS,7124000,1/13/2009,122,4.7,0,2370,,,,,,
USGS,7124000,1/14/2009,118,6.4,1,2380,,,,,,
USGS,7124000,1/15/2009,124,4.6,0.5,2330,,,,,,
USGS,7124000,1/16/2009,122,6.5,0,2360,,,,,,
USGS,7124000,1/17/2009,122,7.2,1.3,2370,,,,,,
USGS,7124000,1/18/2009,120,7.2,1.5,2360,,,,,,
USGS,7124000,1/19/2009,119,8.7,3,2370,,,,,,
USGS,7124000,1/20/2009,118,9.1,3,2380,,,,,,
USGS,7124000,1/21/2009,114,8.6,2,2380,,,,,,
USGS,7124000,1/22/2009,114,9.1,3.2,2380,,,,,,
USGS,7124000,1/23/2009,110,7.8,3.1,2360,,,,,,
USGS,7124000,1/24/2009,105,6.3,0.6,2360,,,,,,
USGS,7124000,1/25/2009,101,4.1,0,2370,,,,,,
USGS,7124000,1/26/2009,88,0,0,2500,,,,,,
USGS,7124000,1/27/2009,100,4.1,0,2500,,,,,,
USGS,7124000,1/28/2009,97,5.5,0,2480,,,,,,
USGS,7124000,1/29/2009,127,5.8,0,2330,,,,,,
USGS,7124000,1/30/2009,133,5.6,0,2290,,,,,,
USGS,7124000,1/31/2009,121,8,0.4,2320,,,,,,
USGS,7124000,2/1/2009,117,7.1,1.7,2350,,,,,,
USGS,7124000,2/2/2009,109,7.3,0.3,2360,,,,,,
USGS,7124000,2/3/2009,106,8.4,1.1,2380,,,,,,
USGS,7124000,2/4/2009,107,9.4,2,2370,,,,,,
USGS,7124000,2/5/2009,109,9.7,2.2,2370,,,,,,
USGS,7124000,2/6/2009,107,10.4,3.5,2390,,,,,,
USGS,7124000,2/7/2009,106,9.4,4,2400,,,,,,
USGS,7124000,2/8/2009,107,6.3,5.6,2390,,,,,,
USGS,7124000,2/9/2009,123,9,3.9,2320,,,,,,
USGS,7124000,2/10/2009,125,8.8,3,2290,,,,,,
USGS,7124000,2/11/2009,121,9.7,3.2,2330,,,,,,
USGS,7124000,2/12/2009,114,8.2,3.1,2300,,,,,,
USGS,7124000,2/13/2009,114,7.4,2.9,2290,,,,,,
USGS,7124000,2/14/2009,110,8.5,1.7,2300,,,,,,
USGS,7124000,2/15/2009,108,7.7,0.6,2270,,,,,,
USGS,7124000,2/16/2009,108,9.8,2.2,2270,,,,,,
USGS,7124000,2/17/2009,106,10.4,3.4,2260,,,,,,
USGS,7124000,2/18/2009,102,9.8,2.6,2270,,,,,,
USGS,7124000,2/19/2009,102,10.8,3.4,2270,,,,,,
USGS,7124000,2/20/2009,102,9.9,2.7,2280,,,,,,
USGS,7124000,2/21/2009,101,9.5,1.5,2340,,,,,,
USGS,7124000,2/22/2009,125,8.5,2.3,2280,,,,,,
USGS,7124000,2/23/2009,148,8.8,3.6,2090,,,,,,
USGS,7124000,2/24/2009,155,12.2,4.5,2050,,,,,,
USGS,7124000,2/25/2009,164,13,6.9,2060,,,,,,
USGS,7124000,2/26/2009,170,13.3,7,2100,,,,,,
USGS,7124000,2/27/2009,171,11.1,5,2110,,,,,,
USGS,7124000,2/28/2009,173,9.8,3.5,2110,,,,,,
USGS,7124000,3/1/2009,172,8.9,2.9,2080,,,,,,
USGS,7124000,3/2/2009,167,11,5.1,2090,,,,,,
USGS,7124000,3/3/2009,169,11.7,6.8,2130,,,,,,
USGS,7124000,3/4/2009,174,13.8,8,2150,,,,,,
USGS,7124000,3/5/2009,174,13.3,7.8,2160,,,,,,
USGS,7124000,3/6/2009,168,13.8,6.4,2140,,,,,,
USGS,7124000,3/7/2009,162,14.1,8.6,2120,,,,,,
USGS,7124000,3/8/2009,168,13.6,6.5,2070,,,,,,
USGS,7124000,3/9/2009,198,14,8.3,1900,,,,,,
USGS,7124000,3/10/2009,223,10.4,6.3,1780,,,,,,
USGS,7124000,3/11/2009,234,9.4,3.6,1760,,,,,,
USGS,7124000,3/12/2009,243,9.3,3.2,1730,,,,,,
USGS,7124000,3/13/2009,246,7.5,4.7,1660,,,,,,
USGS,7124000,3/14/2009,245,10.1,3.1,1640,,,,,,
USGS,7124000,3/15/2009,185,13.8,4.9,2270,,,,,,
USGS,7124000,3/16/2009,93,17.5,6.2,2530,,,,,,
USGS,7124000,3/17/2009,66,19.3,6.6,2580,,,,,,
USGS,7124000,3/18/2009,39,18,7.1,2720,,,,,,
USGS,7124000,3/19/2009,34,17.9,6.9,2740,,,,,,
USGS,7124000,3/20/2009,33,15.4,7.9,2720,,,,,,
USGS,7124000,3/21/2009,31,20.5,7.2,2790,,,,,,
USGS,7124000,3/22/2009,29,17.6,9.9,2800,,,,,,
USGS,7124000,3/23/2009,27,18.9,6.4,2810,,,,,,
USGS,7124000,3/24/2009,28,17.3,5.6,2820,,,,,,
USGS,7124000,3/25/2009,27,17.6,6.1,2820,,,,,,
USGS,7124000,3/26/2009,26,9.1,1.3,2780,,,,,,
USGS,7124000,3/27/2009,30,7.2,0,2640,,,,,,
USGS,7124000,3/28/2009,135,5.2,0,2020,,,,,,
USGS,7124000,3/29/2009,220,9.1,1.6,1320,,,,,,
USGS,7124000,3/30/2009,149,8.9,5.5,1320,,,,,,
USGS,7124000,3/31/2009,80,13.7,2.9,1770,,,,,,
USGS,7124000,4/1/2009,81,13.4,5.3,2010,,,,,,
USGS,7124000,4/2/2009,55,16.9,4.5,2260,,,,,,
USGS,7124000,4/3/2009,41,20.4,5.6,2670,,,,,,
USGS,7124000,4/4/2009,38,14.5,4.3,2840,,,,,,
USGS,7124000,4/5/2009,38,15.5,1.7,2710,,,,,,
USGS,7124000,4/6/2009,36,17.8,3,2740,,,,,,
USGS,7124000,4/7/2009,34,21.2,3.7,2810,,,,,,
USGS,7124000,4/8/2009,31,21.3,5.8,2860,,,,,,
USGS,7124000,4/9/2009,30,13,7.6,2830,,,,,,
USGS,7124000,4/10/2009,29,18.3,7,2810,,,,,,
USGS,7124000,4/11/2009,27,9.8,6.4,2800,,,,,,
USGS,7124000,4/12/2009,28,8.2,7,2780,,,,,,
USGS,7124000,4/13/2009,30,21.3,5.8,2820,,,,,,
USGS,7124000,4/14/2009,29,19.3,8.1,2850,,,,,,
USGS,7124000,4/15/2009,34,18,9.2,2790,,,,,,
USGS,7124000,4/16/2009,33,19.1,9.2,2560,,,,,,
USGS,7124000,4/17/2009,33,17.7,9.7,2580,,,,,,
USGS,7124000,4/18/2009,32,11.9,8.3,2760,,,,,,
USGS,7124000,4/19/2009,32,22,7.3,2840,,,,,,
USGS,7124000,4/20/2009,31,23.1,8,2880,,,,,,
USGS,7124000,4/21/2009,30,25.3,9.4,2910,,,,,,
USGS,7124000,4/22/2009,30,26.1,10.8,2860,,,,,,
USGS,7124000,4/23/2009,29,26.4,10.6,2890,,,,,,
USGS,7124000,4/24/2009,33,24.1,10.8,2810,,,,,,
USGS,7124000,4/25/2009,34,20.2,10.3,2560,,,,,,
USGS,7124000,4/26/2009,48,21.5,9.3,2390,,,,,,
USGS,7124000,4/27/2009,78,17.7,11.1,1850,,,,,,
USGS,7124000,4/28/2009,76,20.7,11.2,1880,,,,,,
USGS,7124000,4/29/2009,74,24.1,13.2,1950,,,,,,
USGS,7124000,4/30/2009,92,19.6,14,1830,,,,,,
USGS,7124000,5/1/2009,234,16.5,13.3,1340,,,,,,
USGS,7124000,5/2/2009,335,13.3,11.4,1160,,,,,,
USGS,7124000,5/3/2009,294,17,10.9,1290,,,,,,
USGS,7124000,5/4/2009,326,20.3,13.3,1320,,,,,,
USGS,7124000,5/5/2009,319,21.8,15.6,1380,,,,,,
USGS,7124000,5/6/2009,409,22.4,16.4,1290,,,,,,
USGS,7124000,5/7/2009,544,22.3,17.3,1270,,,,,,
USGS,7124000,5/8/2009,481,21.5,17.5,1370,,,,,,
USGS,7124000,5/9/2009,489,20,16,1380,,,,,,
USGS,7124000,5/10/2009,396,18,13.8,1410,,,,,,
USGS,7124000,5/11/2009,371,20.2,14.1,1400,,,,,,
USGS,7124000,5/12/2009,382,22.8,15.4,1370,,,,,,
USGS,7124000,5/13/2009,432,22,17,1260,,,,,,
USGS,7124000,5/14/2009,473,19.9,15.5,1190,,,,,,
USGS,7124000,5/15/2009,542,19.7,15.5,1150,,,,,,
USGS,7124000,5/16/2009,473,18.3,15.2,1130,,,,,,
USGS,7124000,5/17/2009,554,19.6,13.8,961,,,,,,
USGS,7124000,5/18/2009,853,20.4,15.5,840,,,,,,
USGS,7124000,5/19/2009,852,21.9,17.4,844,,,,,,
USGS,7124000,5/20/2009,937,21.6,17.8,841,,,,,,
USGS,7124000,5/21/2009,799,21.2,18.5,899,,,,,,
USGS,7124000,5/22/2009,960,20.3,17.7,849,,,,,,
USGS,7124000,5/23/2009,808,21.3,17.6,939,,,,,,
USGS,7124000,5/24/2009,638,21.3,18.1,NA,,,,,,
USGS,7124000,5/25/2009,791,21,17.5,917,,,,,,
USGS,7124000,5/26/2009,861,18.4,16.3,896,,,,,,
USGS,7124000,5/27/2009,807,19.3,15.1,932,,,,,,
USGS,7124000,5/28/2009,746,21.3,16.4,958,,,,,,
USGS,7124000,5/29/2009,611,23,17.4,1030,,,,,,
USGS,7124000,5/30/2009,604,24.1,18.9,1010,,,,,,
USGS,7124000,5/31/2009,511,24.1,19.1,1080,,,,,,
USGS,7124000,6/1/2009,628,23.7,19.2,968,,,,,,
USGS,7124000,6/2/2009,722,20.1,16.8,950,,,,,,
USGS,7124000,6/3/2009,674,18.7,15.7,1040,,,,,,
USGS,7124000,6/4/2009,817,20.8,15.9,1080,,,,,,
USGS,7124000,6/5/2009,1190,22.2,18.4,985,,,,,,
USGS,7124000,6/6/2009,1150,22.3,19.5,976,,,,,,
USGS,7124000,6/7/2009,872,21.7,18.7,1060,,,,,,
USGS,7124000,6/8/2009,718,20.5,16.9,1010,,,,,,
USGS,7124000,6/9/2009,693,21.2,17,1010,,,,,,
USGS,7124000,6/10/2009,586,20.9,18.7,1110,,,,,,
USGS,7124000,6/11/2009,464,21.4,18,1240,,,,,,
USGS,7124000,6/12/2009,388,23.2,17.3,1370,,,,,,
USGS,7124000,6/13/2009,412,21.4,19.1,1320,,,,,,
USGS,7124000,6/14/2009,495,22,19,1170,,,,,,
USGS,7124000,6/15/2009,627,22.9,19,1040,,,,,,
USGS,7124000,6/16/2009,523,23.5,18.9,1140,,,,,,
USGS,7124000,6/17/2009,593,23.1,19.6,1080,,,,,,
USGS,7124000,6/18/2009,396,23.6,19.1,1230,,,,,,
USGS,7124000,6/19/2009,278,25.4,19.1,1460,,,,,,
USGS,7124000,6/20/2009,334,22.1,20.6,1300,,,,,,
USGS,7124000,6/21/2009,474,24.8,19,1040,,,,,,
USGS,7124000,6/22/2009,600,25.5,20.7,938,,,,,,
USGS,7124000,6/23/2009,591,24.8,21.8,917,,,,,,
USGS,7124000,6/24/2009,526,26.5,20.7,951,,,,,,
USGS,7124000,6/25/2009,510,27.4,22.5,956,,,,,,
USGS,7124000,6/26/2009,492,27.2,22.9,1030,,,,,,
USGS,7124000,6/27/2009,432,27.3,22.8,1030,,,,,,
USGS,7124000,6/28/2009,407,26.8,22.5,1040,,,,,,
USGS,7124000,6/29/2009,530,26.4,22.2,NA,,,,,,
USGS,7124000,6/30/2009,694,26.8,22.6,794,,,,,,
USGS,7124000,7/1/2009,613,27,22.2,834,,,,,,
USGS,7124000,7/2/2009,564,27.2,22.4,873,,,,,,
USGS,7124000,7/3/2009,541,26.5,23.1,929,,,,,,
USGS,7124000,7/4/2009,453,26.6,21.8,987,,,,,,
USGS,7124000,7/5/2009,489,25.7,22.3,995,,,,,,
USGS,7124000,7/6/2009,540,25.3,20.6,945,,,,,,
USGS,7124000,7/7/2009,577,25.2,19.9,966,,,,,,
USGS,7124000,7/8/2009,357,27.8,20.9,NA,,,,,,
USGS,7124000,7/9/2009,312,27.3,20.3,NA,,,,,,
USGS,7124000,7/10/2009,421,28.2,23.2,996,,,,,,
USGS,7124000,7/11/2009,440,29.2,23.9,1070,,,,,,
USGS,7124000,7/12/2009,494,28.8,24,1010,,,,,,
USGS,7124000,7/13/2009,491,28.2,23,998,,,,,,
USGS,7124000,7/14/2009,472,27.9,23.1,1050,,,,,,
USGS,7124000,7/15/2009,454,27.5,22.4,1130,,,,,,
USGS,7124000,7/16/2009,451,27.2,22.8,1110,,,,,,
USGS,7124000,7/17/2009,392,27.4,22.3,1150,,,,,,
USGS,7124000,7/18/2009,348,26.3,21.4,1190,,,,,,
USGS,7124000,7/19/2009,299,27.2,21.2,1320,,,,,,
USGS,7124000,7/20/2009,282,26.6,21.9,1360,,,,,,
USGS,7124000,7/21/2009,274,26.1,21,1400,,,,,,
USGS,7124000,7/22/2009,295,27.6,20.6,1510,,,,,,
USGS,7124000,7/23/2009,304,28.6,22,1480,,,,,,
USGS,7124000,7/24/2009,396,27.5,21.8,1250,,,,,,
USGS,7124000,7/25/2009,317,27.6,22.8,1410,,,,,,
USGS,7124000,7/26/2009,279,26.7,22.1,1500,,,,,,
USGS,7124000,7/27/2009,268,27.6,20.8,1440,,,,,,
USGS,7124000,7/28/2009,162,26.5,20.5,1780,,,,,,
USGS,7124000,7/29/2009,261,24.8,20.1,1450,,,,,,
USGS,7124000,7/30/2009,394,21.4,19.8,1190,,,,,,
USGS,7124000,7/31/2009,272,25.9,18.2,1470,,,,,,
USGS,7124000,8/1/2009,219,25.5,18.5,1580,,,,,,
USGS,7124000,8/2/2009,179,27.8,19,1790,,,,,,
USGS,7124000,8/3/2009,306,27.2,21.5,1450,,,,,,
USGS,7124000,8/4/2009,388,27,21.7,1260,,,,,,
USGS,7124000,8/5/2009,308,27.7,22.2,1380,,,,,,
USGS,7124000,8/6/2009,299,27.9,22.8,1430,,,,,,
USGS,7124000,8/7/2009,253,27.2,21.2,1560,,,,,,
USGS,7124000,8/8/2009,210,27.3,20.5,1710,,,,,,
USGS,7124000,8/9/2009,228,26.5,20.4,1600,,,,,,
USGS,7124000,8/10/2009,199,26.9,20.4,1620,,,,,,
USGS,7124000,8/11/2009,170,27.7,20.9,1750,,,,,,
USGS,7124000,8/12/2009,141,28.5,20.6,1860,,,,,,
USGS,7124000,8/13/2009,88,25.8,18.3,NA,,,,,,
USGS,7124000,8/14/2009,71,25.3,16.8,NA,,,,,,
USGS,7124000,8/15/2009,89,28.2,15.9,2050,,,,,,
USGS,7124000,8/16/2009,75,26.7,13,2250,,,,,,
USGS,7124000,8/17/2009,76,26.2,17.3,2240,,,,,,
USGS,7124000,8/18/2009,74,22.4,16.1,NA,,,,,,
