# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,,,,,,
# have not received Director's approval and as such are provisional and subject to,,,,,,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,,,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,,,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,,,,,,
#,,,,,,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,,,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,,,,,,
#,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,
# retrieved: 2012-01-11 23:02:38 EST       (sdww01),,,,,,,,,
#,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,
"#    USGS 07134990 WILD HORSE CREEK ABOVE HOLLY, CO",,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,
#,,,,,,,,,
# Data provided for site 07134990,,,,,,,,,
#    DD parameter statistic   Description,,,,,,,,,
"#    02   00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,
#,,,,,,,,,
# Data-value qualification codes included in this output: ,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,,,,,,
#     e  Value has been estimated.  ,,,,,,,,,
# ,,,,,,,,,
agency_cd,site_no,datetime,02_00060_00003,02_00060_00003_cd,,,,,
USGS,7134990,9/11/2003,0.61,A,,,,,
USGS,7134990,9/12/2003,0.47,A,,,,,
USGS,7134990,9/13/2003,0.75,A,,,,,
USGS,7134990,9/14/2003,0.95,A,,,,,
USGS,7134990,9/15/2003,1.1,A,,,,,
USGS,7134990,9/16/2003,0.71,A,,,,,
USGS,7134990,9/17/2003,0.52,A,,,,,
USGS,7134990,9/18/2003,0.49,A,,,,,
USGS,7134990,9/19/2003,0.49,A,,,,,
USGS,7134990,9/20/2003,0.44,A,,,,,
USGS,7134990,9/21/2003,0.46,A,,,,,
USGS,7134990,9/22/2003,0.52,A,,,,,
USGS,7134990,9/23/2003,0.51,A,,,,,
USGS,7134990,9/24/2003,0.44,A,,,,,
USGS,7134990,9/25/2003,0.63,A,,,,,
USGS,7134990,9/26/2003,0.64,A,,,,,
USGS,7134990,9/27/2003,0.81,A,,,,,
USGS,7134990,9/28/2003,0.89,A,,,,,
USGS,7134990,9/29/2003,0.78,A,,,,,
USGS,7134990,9/30/2003,0.75,A,,,,,
USGS,7134990,10/1/2003,1.1,A,,,,,
USGS,7134990,10/2/2003,1.2,A,,,,,
USGS,7134990,10/3/2003,0.73,A,,,,,
USGS,7134990,10/4/2003,0.68,A,,,,,
USGS,7134990,10/5/2003,1.2,A,,,,,
USGS,7134990,10/6/2003,1,A,,,,,
USGS,7134990,10/7/2003,0.8,A,,,,,
USGS,7134990,10/8/2003,0.62,A,,,,,
USGS,7134990,10/9/2003,0.62,A,,,,,
USGS,7134990,10/10/2003,0.62,A,,,,,
USGS,7134990,10/11/2003,0.7,A,,,,,
USGS,7134990,10/12/2003,0.81,A,,,,,
USGS,7134990,10/13/2003,0.85,A,,,,,
USGS,7134990,10/14/2003,0.81,A,,,,,
USGS,7134990,10/15/2003,0.79,A,,,,,
USGS,7134990,10/16/2003,0.83,A,,,,,
USGS,7134990,10/17/2003,0.82,A,,,,,
USGS,7134990,10/18/2003,0.75,A,,,,,
USGS,7134990,10/19/2003,0.77,A,,,,,
USGS,7134990,10/20/2003,2.4,A,,,,,
USGS,7134990,10/21/2003,4.3,A,,,,,
USGS,7134990,10/22/2003,7.4,A,,,,,
USGS,7134990,10/23/2003,4.1,A,,,,,
USGS,7134990,10/24/2003,4.1,A,,,,,
USGS,7134990,10/25/2003,6.8,A,,,,,
USGS,7134990,10/26/2003,14,A,,,,,
USGS,7134990,10/27/2003,11,A,,,,,
USGS,7134990,10/28/2003,14,A,,,,,
USGS,7134990,10/29/2003,5.4,A,,,,,
USGS,7134990,10/30/2003,1.8,A,,,,,
USGS,7134990,10/31/2003,4.7,A,,,,,
USGS,7134990,11/1/2003,14,A,,,,,
USGS,7134990,11/2/2003,8.8,A,,,,,
USGS,7134990,11/3/2003,2.2,A,,,,,
USGS,7134990,11/4/2003,1.7,A,,,,,
USGS,7134990,11/5/2003,2.5,A,,,,,
USGS,7134990,11/6/2003,1.5,A,,,,,
USGS,7134990,11/7/2003,2.7,A,,,,,
USGS,7134990,11/8/2003,1.4,A,,,,,
USGS,7134990,11/9/2003,1.4,A,,,,,
USGS,7134990,11/10/2003,1.2,A,,,,,
USGS,7134990,11/11/2003,0.97,A,,,,,
USGS,7134990,11/12/2003,0.91,A,,,,,
USGS,7134990,11/13/2003,1.6,A,,,,,
USGS,7134990,11/14/2003,0.92,A,,,,,
USGS,7134990,11/15/2003,1.6,A,,,,,
USGS,7134990,11/16/2003,3.9,A,,,,,
USGS,7134990,11/17/2003,9.1,A,,,,,
USGS,7134990,11/18/2003,5.1,A,,,,,
USGS,7134990,11/19/2003,4.5,A,,,,,
USGS,7134990,11/20/2003,12,A,,,,,
USGS,7134990,11/21/2003,13,A,,,,,
USGS,7134990,11/22/2003,15,A:e,,,,,
USGS,7134990,11/23/2003,13,A:e,,,,,
USGS,7134990,11/24/2003,12,A:e,,,,,
USGS,7134990,11/25/2003,22,A,,,,,
USGS,7134990,11/26/2003,39,A,,,,,
USGS,7134990,11/27/2003,41,A,,,,,
USGS,7134990,11/28/2003,40,A,,,,,
USGS,7134990,11/29/2003,29,A,,,,,
USGS,7134990,11/30/2003,1,A,,,,,
USGS,7134990,12/1/2003,,,,,,,
USGS,7134990,12/2/2003,,,,,,,
USGS,7134990,12/3/2003,,,,,,,
USGS,7134990,12/4/2003,,,,,,,
USGS,7134990,12/5/2003,,,,,,,
USGS,7134990,12/6/2003,,,,,,,
USGS,7134990,12/7/2003,,,,,,,
USGS,7134990,12/8/2003,,,,,,,
USGS,7134990,12/9/2003,,,,,,,
USGS,7134990,12/10/2003,,,,,,,
USGS,7134990,12/11/2003,,,,,,,
USGS,7134990,12/12/2003,,,,,,,
USGS,7134990,12/13/2003,,,,,,,
USGS,7134990,12/14/2003,,,,,,,
USGS,7134990,12/15/2003,,,,,,,
USGS,7134990,12/16/2003,,,,,,,
USGS,7134990,12/17/2003,,,,,,,
USGS,7134990,12/18/2003,,,,,,,
USGS,7134990,12/19/2003,,,,,,,
USGS,7134990,12/20/2003,,,,,,,
USGS,7134990,12/21/2003,,,,,,,
USGS,7134990,12/22/2003,,,,,,,
USGS,7134990,12/23/2003,,,,,,,
USGS,7134990,12/24/2003,,,,,,,
USGS,7134990,12/25/2003,,,,,,,
USGS,7134990,12/26/2003,,,,,,,
USGS,7134990,12/27/2003,,,,,,,
USGS,7134990,12/28/2003,,,,,,,
USGS,7134990,12/29/2003,,,,,,,
USGS,7134990,12/30/2003,,,,,,,
USGS,7134990,12/31/2003,,,,,,,
USGS,7134990,1/1/2004,,,,,,,
USGS,7134990,1/2/2004,,,,,,,
USGS,7134990,1/3/2004,,,,,,,
USGS,7134990,1/4/2004,,,,,,,
USGS,7134990,1/5/2004,,,,,,,
USGS,7134990,1/6/2004,,,,,,,
USGS,7134990,1/7/2004,,,,,,,
USGS,7134990,1/8/2004,,,,,,,
USGS,7134990,1/9/2004,,,,,,,
USGS,7134990,1/10/2004,,,,,,,
USGS,7134990,1/11/2004,,,,,,,
USGS,7134990,1/12/2004,,,,,,,
USGS,7134990,1/13/2004,,,,,,,
USGS,7134990,1/14/2004,,,,,,,
USGS,7134990,1/15/2004,,,,,,,
USGS,7134990,1/16/2004,,,,,,,
USGS,7134990,1/17/2004,,,,,,,
USGS,7134990,1/18/2004,,,,,,,
USGS,7134990,1/19/2004,,,,,,,
USGS,7134990,1/20/2004,,,,,,,
USGS,7134990,1/21/2004,,,,,,,
USGS,7134990,1/22/2004,,,,,,,
USGS,7134990,1/23/2004,,,,,,,
USGS,7134990,1/24/2004,,,,,,,
USGS,7134990,1/25/2004,,,,,,,
USGS,7134990,1/26/2004,,,,,,,
USGS,7134990,1/27/2004,,,,,,,
USGS,7134990,1/28/2004,,,,,,,
USGS,7134990,1/29/2004,,,,,,,
USGS,7134990,1/30/2004,,,,,,,
USGS,7134990,1/31/2004,,,,,,,
USGS,7134990,2/1/2004,,,,,,,
USGS,7134990,2/2/2004,,,,,,,
USGS,7134990,2/3/2004,,,,,,,
USGS,7134990,2/4/2004,,,,,,,
USGS,7134990,2/5/2004,,,,,,,
USGS,7134990,2/6/2004,,,,,,,
USGS,7134990,2/7/2004,,,,,,,
USGS,7134990,2/8/2004,,,,,,,
USGS,7134990,2/9/2004,,,,,,,
USGS,7134990,2/10/2004,,,,,,,
USGS,7134990,2/11/2004,,,,,,,
USGS,7134990,2/12/2004,,,,,,,
USGS,7134990,2/13/2004,,,,,,,
USGS,7134990,2/14/2004,,,,,,,
USGS,7134990,2/15/2004,,,,,,,
USGS,7134990,2/16/2004,,,,,,,
USGS,7134990,2/17/2004,,,,,,,
USGS,7134990,2/18/2004,,,,,,,
USGS,7134990,2/19/2004,,,,,,,
USGS,7134990,2/20/2004,,,,,,,
USGS,7134990,2/21/2004,,,,,,,
USGS,7134990,2/22/2004,,,,,,,
USGS,7134990,2/23/2004,,,,,,,
USGS,7134990,2/24/2004,,,,,,,
USGS,7134990,2/25/2004,,,,,,,
USGS,7134990,2/26/2004,,,,,,,
USGS,7134990,2/27/2004,,,,,,,
USGS,7134990,2/28/2004,,,,,,,
USGS,7134990,2/29/2004,,,,,,,
USGS,7134990,3/1/2004,,,,,,,
USGS,7134990,3/2/2004,,,,,,,
USGS,7134990,3/3/2004,,,,,,,
USGS,7134990,3/4/2004,,,,,,,
USGS,7134990,3/5/2004,,,,,,,
USGS,7134990,3/6/2004,,,,,,,
USGS,7134990,3/7/2004,,,,,,,
USGS,7134990,3/8/2004,,,,,,,
USGS,7134990,3/9/2004,,,,,,,
USGS,7134990,3/10/2004,,,,,,,
USGS,7134990,3/11/2004,,,,,,,
USGS,7134990,3/12/2004,,,,,,,
USGS,7134990,3/13/2004,,,,,,,
USGS,7134990,3/14/2004,,,,,,,
USGS,7134990,3/15/2004,,,,,,,
USGS,7134990,3/16/2004,,,,,,,
USGS,7134990,3/17/2004,,,,,,,
USGS,7134990,3/18/2004,,,,,,,
USGS,7134990,3/19/2004,,,,,,,
USGS,7134990,3/20/2004,,,,,,,
USGS,7134990,3/21/2004,,,,,,,
USGS,7134990,3/22/2004,,,,,,,
USGS,7134990,3/23/2004,,,,,,,
USGS,7134990,3/24/2004,,,,,,,
USGS,7134990,3/25/2004,,,,,,,
USGS,7134990,3/26/2004,,,,,,,
USGS,7134990,3/27/2004,,,,,,,
USGS,7134990,3/28/2004,,,,,,,
USGS,7134990,3/29/2004,,,,,,,
USGS,7134990,3/30/2004,,,,,,,
USGS,7134990,3/31/2004,,,,,,,
USGS,7134990,4/1/2004,1.9,A,,,,,
USGS,7134990,4/2/2004,1.1,A,,,,,
USGS,7134990,4/3/2004,0.85,A,,,,,
USGS,7134990,4/4/2004,1.4,A,,,,,
USGS,7134990,4/5/2004,0.62,A,,,,,
USGS,7134990,4/6/2004,0.6,A,,,,,
USGS,7134990,4/7/2004,0.58,A,,,,,
USGS,7134990,4/8/2004,0.55,A,,,,,
USGS,7134990,4/9/2004,0.63,A,,,,,
USGS,7134990,4/10/2004,0.72,A,,,,,
USGS,7134990,4/11/2004,0.69,A,,,,,
USGS,7134990,4/12/2004,0.66,A,,,,,
USGS,7134990,4/13/2004,0.59,A,,,,,
USGS,7134990,4/14/2004,0.52,A,,,,,
USGS,7134990,4/15/2004,0.46,A,,,,,
USGS,7134990,4/16/2004,0.42,A,,,,,
USGS,7134990,4/17/2004,0.4,A,,,,,
USGS,7134990,4/18/2004,0.49,A,,,,,
USGS,7134990,4/19/2004,0.99,A,,,,,
USGS,7134990,4/20/2004,5.4,A,,,,,
USGS,7134990,4/21/2004,2,A,,,,,
USGS,7134990,4/22/2004,7.7,A,,,,,
USGS,7134990,4/23/2004,13,A,,,,,
USGS,7134990,4/24/2004,26,A,,,,,
USGS,7134990,4/25/2004,10,A,,,,,
USGS,7134990,4/26/2004,43,A,,,,,
USGS,7134990,4/27/2004,29,A,,,,,
USGS,7134990,4/28/2004,24,A,,,,,
USGS,7134990,4/29/2004,25,A,,,,,
USGS,7134990,4/30/2004,59,A,,,,,
USGS,7134990,5/1/2004,4.1,A,,,,,
USGS,7134990,5/2/2004,2.2,A,,,,,
USGS,7134990,5/3/2004,0.37,A,,,,,
USGS,7134990,5/4/2004,5,A,,,,,
USGS,7134990,5/5/2004,26,A,,,,,
USGS,7134990,5/6/2004,0.64,A,,,,,
USGS,7134990,5/7/2004,0.54,A,,,,,
USGS,7134990,5/8/2004,0.49,A,,,,,
USGS,7134990,5/9/2004,0.4,A,,,,,
USGS,7134990,5/10/2004,0.35,A,,,,,
USGS,7134990,5/11/2004,0.36,A,,,,,
USGS,7134990,5/12/2004,0.48,A,,,,,
USGS,7134990,5/13/2004,0.54,A,,,,,
USGS,7134990,5/14/2004,1.2,A,,,,,
USGS,7134990,5/15/2004,2.6,A,,,,,
USGS,7134990,5/16/2004,2.5,A,,,,,
USGS,7134990,5/17/2004,2.4,A,,,,,
USGS,7134990,5/18/2004,2.3,A,,,,,
USGS,7134990,5/19/2004,2.3,A,,,,,
USGS,7134990,5/20/2004,1.5,A,,,,,
USGS,7134990,5/21/2004,16,A,,,,,
USGS,7134990,5/22/2004,13,A,,,,,
USGS,7134990,5/23/2004,3.8,A,,,,,
USGS,7134990,5/24/2004,6.4,A,,,,,
USGS,7134990,5/25/2004,13,A,,,,,
USGS,7134990,5/26/2004,5.8,A,,,,,
USGS,7134990,5/27/2004,5.5,A,,,,,
USGS,7134990,5/28/2004,0.88,A,,,,,
USGS,7134990,5/29/2004,0.38,A,,,,,
USGS,7134990,5/30/2004,0.67,A,,,,,
USGS,7134990,5/31/2004,0.37,A,,,,,
USGS,7134990,6/1/2004,0.25,A,,,,,
USGS,7134990,6/2/2004,0.29,A,,,,,
USGS,7134990,6/3/2004,0.25,A,,,,,
USGS,7134990,6/4/2004,0.15,A,,,,,
USGS,7134990,6/5/2004,7.9,A,,,,,
USGS,7134990,6/6/2004,6,A,,,,,
USGS,7134990,6/7/2004,4.3,A,,,,,
USGS,7134990,6/8/2004,5.8,A,,,,,
USGS,7134990,6/9/2004,0.19,A,,,,,
USGS,7134990,6/10/2004,0.28,A,,,,,
USGS,7134990,6/11/2004,0.29,A,,,,,
USGS,7134990,6/12/2004,0.13,A,,,,,
USGS,7134990,6/13/2004,0.16,A,,,,,
USGS,7134990,6/14/2004,0.09,A,,,,,
USGS,7134990,6/15/2004,0.05,A,,,,,
USGS,7134990,6/16/2004,5.6,A,,,,,
USGS,7134990,6/17/2004,9.6,A,,,,,
USGS,7134990,6/18/2004,3,A,,,,,
USGS,7134990,6/19/2004,45,A,,,,,
USGS,7134990,6/20/2004,98,A,,,,,
USGS,7134990,6/21/2004,47,A,,,,,
USGS,7134990,6/22/2004,32,A,,,,,
USGS,7134990,6/23/2004,28,A,,,,,
USGS,7134990,6/24/2004,6.6,A,,,,,
USGS,7134990,6/25/2004,4.6,A,,,,,
USGS,7134990,6/26/2004,31,A,,,,,
USGS,7134990,6/27/2004,73,A,,,,,
USGS,7134990,6/28/2004,4.8,A,,,,,
USGS,7134990,6/29/2004,5.2,A,,,,,
USGS,7134990,6/30/2004,4.5,A,,,,,
USGS,7134990,7/1/2004,4.1,A,,,,,
USGS,7134990,7/2/2004,3.3,A,,,,,
USGS,7134990,7/3/2004,2.9,A,,,,,
USGS,7134990,7/4/2004,3.2,A,,,,,
USGS,7134990,7/5/2004,5,A,,,,,
USGS,7134990,7/6/2004,4.9,A,,,,,
USGS,7134990,7/7/2004,3.3,A,,,,,
USGS,7134990,7/8/2004,2.6,A,,,,,
USGS,7134990,7/9/2004,0.58,A,,,,,
USGS,7134990,7/10/2004,1.1,A,,,,,
USGS,7134990,7/11/2004,3.2,A,,,,,
USGS,7134990,7/12/2004,30,A,,,,,
USGS,7134990,7/13/2004,3.6,A,,,,,
USGS,7134990,7/14/2004,1.5,A,,,,,
USGS,7134990,7/15/2004,2.6,A,,,,,
USGS,7134990,7/16/2004,1,A,,,,,
USGS,7134990,7/17/2004,0.51,A,,,,,
USGS,7134990,7/18/2004,1.8,A,,,,,
USGS,7134990,7/19/2004,0.89,A,,,,,
USGS,7134990,7/20/2004,0.97,A,,,,,
USGS,7134990,7/21/2004,0.87,A,,,,,
USGS,7134990,7/22/2004,0.77,A,,,,,
USGS,7134990,7/23/2004,7.8,A,,,,,
USGS,7134990,7/24/2004,0.69,A,,,,,
USGS,7134990,7/25/2004,0.68,A,,,,,
USGS,7134990,7/26/2004,0.59,A,,,,,
USGS,7134990,7/27/2004,0.48,A,,,,,
USGS,7134990,7/28/2004,0.68,A,,,,,
USGS,7134990,7/29/2004,0.55,A,,,,,
USGS,7134990,7/30/2004,0.53,A,,,,,
USGS,7134990,7/31/2004,0.63,A,,,,,
USGS,7134990,8/1/2004,1.1,A,,,,,
USGS,7134990,8/2/2004,1.3,A,,,,,
USGS,7134990,8/3/2004,2.3,A,,,,,
USGS,7134990,8/4/2004,0.8,A,,,,,
USGS,7134990,8/5/2004,0.54,A,,,,,
USGS,7134990,8/6/2004,0.64,A,,,,,
USGS,7134990,8/7/2004,0.59,A,,,,,
USGS,7134990,8/8/2004,0.64,A,,,,,
USGS,7134990,8/9/2004,1,A,,,,,
USGS,7134990,8/10/2004,1.4,A,,,,,
USGS,7134990,8/11/2004,1.7,A,,,,,
USGS,7134990,8/12/2004,1.4,A,,,,,
USGS,7134990,8/13/2004,1.1,A,,,,,
USGS,7134990,8/14/2004,0.89,A,,,,,
USGS,7134990,8/15/2004,0.67,A,,,,,
USGS,7134990,8/16/2004,2.5,A,,,,,
USGS,7134990,8/17/2004,6.1,A,,,,,
USGS,7134990,8/18/2004,23,A,,,,,
USGS,7134990,8/19/2004,54,A,,,,,
USGS,7134990,8/20/2004,57,A,,,,,
USGS,7134990,8/21/2004,59,A,,,,,
USGS,7134990,8/22/2004,50,A,,,,,
USGS,7134990,8/23/2004,28,A,,,,,
USGS,7134990,8/24/2004,9.6,A,,,,,
USGS,7134990,8/25/2004,9.8,A,,,,,
USGS,7134990,8/26/2004,23,A,,,,,
USGS,7134990,8/27/2004,35,A,,,,,
USGS,7134990,8/28/2004,57,A,,,,,
USGS,7134990,8/29/2004,30,A,,,,,
USGS,7134990,8/30/2004,16,A,,,,,
USGS,7134990,8/31/2004,3.3,A,,,,,
USGS,7134990,9/1/2004,1.1,A,,,,,
USGS,7134990,9/2/2004,1,A,,,,,
USGS,7134990,9/3/2004,1,A,,,,,
USGS,7134990,9/4/2004,1,A,,,,,
USGS,7134990,9/5/2004,0.99,A,,,,,
USGS,7134990,9/6/2004,0.92,A,,,,,
USGS,7134990,9/7/2004,0.87,A,,,,,
USGS,7134990,9/8/2004,0.83,A,,,,,
USGS,7134990,9/9/2004,0.57,A,,,,,
USGS,7134990,9/10/2004,0.24,A,,,,,
USGS,7134990,9/11/2004,0.3,A,,,,,
USGS,7134990,9/12/2004,0.3,A,,,,,
USGS,7134990,9/13/2004,0.2,A,,,,,
USGS,7134990,9/14/2004,0,A,,,,,
USGS,7134990,9/15/2004,0.17,A,,,,,
USGS,7134990,9/16/2004,0.1,A,,,,,
USGS,7134990,9/17/2004,0.28,A,,,,,
USGS,7134990,9/18/2004,0.28,A,,,,,
USGS,7134990,9/19/2004,0.49,A,,,,,
USGS,7134990,9/20/2004,0.67,A,,,,,
USGS,7134990,9/21/2004,0.65,A,,,,,
USGS,7134990,9/22/2004,0.53,A,,,,,
USGS,7134990,9/23/2004,0.28,A,,,,,
USGS,7134990,9/24/2004,0.12,A,,,,,
USGS,7134990,9/25/2004,276,A,,,,,
USGS,7134990,9/26/2004,14,A,,,,,
USGS,7134990,9/27/2004,2.6,A,,,,,
USGS,7134990,9/28/2004,1.3,A,,,,,
USGS,7134990,9/29/2004,0.8,A,,,,,
USGS,7134990,9/30/2004,2.5,A,,,,,
USGS,7134990,10/1/2004,3,A,,,,,
USGS,7134990,10/2/2004,3,A,,,,,
USGS,7134990,10/3/2004,7.3,A,,,,,
USGS,7134990,10/4/2004,7.6,A,,,,,
USGS,7134990,10/5/2004,7,A,,,,,
USGS,7134990,10/6/2004,7.2,A,,,,,
USGS,7134990,10/7/2004,3.5,A,,,,,
USGS,7134990,10/8/2004,3,A,,,,,
USGS,7134990,10/9/2004,0.35,A,,,,,
USGS,7134990,10/10/2004,0.37,A,,,,,
USGS,7134990,10/11/2004,5.7,A,,,,,
USGS,7134990,10/12/2004,5.8,A,,,,,
USGS,7134990,10/13/2004,12,A,,,,,
USGS,7134990,10/14/2004,43,A,,,,,
USGS,7134990,10/15/2004,62,A,,,,,
USGS,7134990,10/16/2004,65,A,,,,,
USGS,7134990,10/17/2004,63,A,,,,,
USGS,7134990,10/18/2004,68,A,,,,,
USGS,7134990,10/19/2004,61,A,,,,,
USGS,7134990,10/20/2004,22,A,,,,,
USGS,7134990,10/21/2004,19,A,,,,,
USGS,7134990,10/22/2004,18,A,,,,,
USGS,7134990,10/23/2004,22,A,,,,,
USGS,7134990,10/24/2004,28,A,,,,,
USGS,7134990,10/25/2004,8.4,A,,,,,
USGS,7134990,10/26/2004,4.6,A,,,,,
USGS,7134990,10/27/2004,2,A,,,,,
USGS,7134990,10/28/2004,1.1,A,,,,,
USGS,7134990,10/29/2004,0.91,A,,,,,
USGS,7134990,10/30/2004,0.77,A,,,,,
USGS,7134990,10/31/2004,0.79,A,,,,,
USGS,7134990,11/1/2004,0.76,A,,,,,
USGS,7134990,11/2/2004,1.1,A,,,,,
USGS,7134990,11/3/2004,1.1,A,,,,,
USGS,7134990,11/4/2004,0.44,A,,,,,
USGS,7134990,11/5/2004,0.1,A,,,,,
USGS,7134990,11/6/2004,0.05,A,,,,,
USGS,7134990,11/7/2004,0.04,A,,,,,
USGS,7134990,11/8/2004,0.04,A,,,,,
USGS,7134990,11/9/2004,0.05,A,,,,,
USGS,7134990,11/10/2004,0.11,A,,,,,
USGS,7134990,11/11/2004,0.08,A,,,,,
USGS,7134990,11/12/2004,0.09,A,,,,,
USGS,7134990,11/13/2004,0.12,A,,,,,
USGS,7134990,11/14/2004,0.11,A,,,,,
USGS,7134990,11/15/2004,0.1,A,,,,,
USGS,7134990,11/16/2004,0.08,A,,,,,
USGS,7134990,11/17/2004,2,A,,,,,
USGS,7134990,11/18/2004,2.9,A,,,,,
USGS,7134990,11/19/2004,3,A,,,,,
USGS,7134990,11/20/2004,0.96,A,,,,,
USGS,7134990,11/21/2004,0.25,A,,,,,
USGS,7134990,11/22/2004,0.23,A,,,,,
USGS,7134990,11/23/2004,0.21,A,,,,,
USGS,7134990,11/24/2004,0.19,A,,,,,
USGS,7134990,11/25/2004,0.17,A,,,,,
USGS,7134990,11/26/2004,0.18,A,,,,,
USGS,7134990,11/27/2004,0.08,A,,,,,
USGS,7134990,11/28/2004,0.04,A,,,,,
USGS,7134990,11/29/2004,0.05,A,,,,,
USGS,7134990,11/30/2004,0.03,A:e,,,,,
USGS,7134990,12/1/2004,,,,,,,
USGS,7134990,12/2/2004,,,,,,,
USGS,7134990,12/3/2004,,,,,,,
USGS,7134990,12/4/2004,,,,,,,
USGS,7134990,12/5/2004,,,,,,,
USGS,7134990,12/6/2004,,,,,,,
USGS,7134990,12/7/2004,,,,,,,
USGS,7134990,12/8/2004,,,,,,,
USGS,7134990,12/9/2004,,,,,,,
USGS,7134990,12/10/2004,,,,,,,
USGS,7134990,12/11/2004,,,,,,,
USGS,7134990,12/12/2004,,,,,,,
USGS,7134990,12/13/2004,,,,,,,
USGS,7134990,12/14/2004,,,,,,,
USGS,7134990,12/15/2004,,,,,,,
USGS,7134990,12/16/2004,,,,,,,
USGS,7134990,12/17/2004,,,,,,,
USGS,7134990,12/18/2004,,,,,,,
USGS,7134990,12/19/2004,,,,,,,
USGS,7134990,12/20/2004,,,,,,,
USGS,7134990,12/21/2004,,,,,,,
USGS,7134990,12/22/2004,,,,,,,
USGS,7134990,12/23/2004,,,,,,,
USGS,7134990,12/24/2004,,,,,,,
USGS,7134990,12/25/2004,,,,,,,
USGS,7134990,12/26/2004,,,,,,,
USGS,7134990,12/27/2004,,,,,,,
USGS,7134990,12/28/2004,,,,,,,
USGS,7134990,12/29/2004,,,,,,,
USGS,7134990,12/30/2004,,,,,,,
USGS,7134990,12/31/2004,,,,,,,
USGS,7134990,1/1/2005,,,,,,,
USGS,7134990,1/2/2005,,,,,,,
USGS,7134990,1/3/2005,,,,,,,
USGS,7134990,1/4/2005,,,,,,,
USGS,7134990,1/5/2005,,,,,,,
USGS,7134990,1/6/2005,,,,,,,
USGS,7134990,1/7/2005,,,,,,,
USGS,7134990,1/8/2005,,,,,,,
USGS,7134990,1/9/2005,,,,,,,
USGS,7134990,1/10/2005,,,,,,,
USGS,7134990,1/11/2005,,,,,,,
USGS,7134990,1/12/2005,,,,,,,
USGS,7134990,1/13/2005,,,,,,,
USGS,7134990,1/14/2005,,,,,,,
USGS,7134990,1/15/2005,,,,,,,
USGS,7134990,1/16/2005,,,,,,,
USGS,7134990,1/17/2005,,,,,,,
USGS,7134990,1/18/2005,,,,,,,
USGS,7134990,1/19/2005,,,,,,,
USGS,7134990,1/20/2005,,,,,,,
USGS,7134990,1/21/2005,,,,,,,
USGS,7134990,1/22/2005,,,,,,,
USGS,7134990,1/23/2005,,,,,,,
USGS,7134990,1/24/2005,,,,,,,
USGS,7134990,1/25/2005,,,,,,,
USGS,7134990,1/26/2005,,,,,,,
USGS,7134990,1/27/2005,,,,,,,
USGS,7134990,1/28/2005,,,,,,,
USGS,7134990,1/29/2005,,,,,,,
USGS,7134990,1/30/2005,,,,,,,
USGS,7134990,1/31/2005,,,,,,,
USGS,7134990,2/1/2005,,,,,,,
USGS,7134990,2/2/2005,,,,,,,
USGS,7134990,2/3/2005,,,,,,,
USGS,7134990,2/4/2005,,,,,,,
USGS,7134990,2/5/2005,,,,,,,
USGS,7134990,2/6/2005,,,,,,,
USGS,7134990,2/7/2005,,,,,,,
USGS,7134990,2/8/2005,,,,,,,
USGS,7134990,2/9/2005,,,,,,,
USGS,7134990,2/10/2005,,,,,,,
USGS,7134990,2/11/2005,,,,,,,
USGS,7134990,2/12/2005,,,,,,,
USGS,7134990,2/13/2005,,,,,,,
USGS,7134990,2/14/2005,,,,,,,
USGS,7134990,2/15/2005,,,,,,,
USGS,7134990,2/16/2005,,,,,,,
USGS,7134990,2/17/2005,,,,,,,
USGS,7134990,2/18/2005,,,,,,,
USGS,7134990,2/19/2005,,,,,,,
USGS,7134990,2/20/2005,,,,,,,
USGS,7134990,2/21/2005,,,,,,,
USGS,7134990,2/22/2005,,,,,,,
USGS,7134990,2/23/2005,,,,,,,
USGS,7134990,2/24/2005,,,,,,,
USGS,7134990,2/25/2005,,,,,,,
USGS,7134990,2/26/2005,,,,,,,
USGS,7134990,2/27/2005,,,,,,,
USGS,7134990,2/28/2005,,,,,,,
USGS,7134990,3/1/2005,,,,,,,
USGS,7134990,3/2/2005,,,,,,,
USGS,7134990,3/3/2005,,,,,,,
USGS,7134990,3/4/2005,,,,,,,
USGS,7134990,3/5/2005,,,,,,,
USGS,7134990,3/6/2005,,,,,,,
USGS,7134990,3/7/2005,,,,,,,
USGS,7134990,3/8/2005,,,,,,,
USGS,7134990,3/9/2005,,,,,,,
USGS,7134990,3/10/2005,,,,,,,
USGS,7134990,3/11/2005,,,,,,,
USGS,7134990,3/12/2005,,,,,,,
USGS,7134990,3/13/2005,,,,,,,
