# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,
# The data you have obtained from this automated U.S. Geological Survey database,,,,,,,,,,
# have not received Director's approval and as such are provisional and subject to,,,,,,,,,,
# revision.  The data are released on the condition that neither the USGS nor the,,,,,,,,,,
# United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional,,,,,,,,,,
#,,,,,,,,,,
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info,,,,,,,,,,
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info,,,,,,,,,,
#,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,
# retrieved: 2012-01-11 22:35:13 EST       (caww02),,,,,,,,,,
#,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,
"#    USGS 07130500 ARKANSAS RIVER BELOW JOHN MARTIN RESERVOIR, CO.",,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,
#,,,,,,,,,,
# Data provided for site 07130500,,,,,,,,,,
#    DD parameter statistic   Description,,,,,,,,,,
"#    01   00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,
"#    15   00010     00001     Temperature, water, degrees Celsius (Maximum)",,,,,,,,,,
"#    15   00010     00002     Temperature, water, degrees Celsius (Minimum)",,,,,,,,,,
"#    16   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)",,,,,,,,,,
#,,,,,,,,,,
# Data-value qualification codes included in this output: ,,,,,,,,,,
#     Eqp  Equipment malfunction  ,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.  ,,,,,,,,,,
#     P  Provisional data subject to revision.  ,,,,,,,,,,
#     e  Value has been estimated.  ,,,,,,,,,,
# ,,,,,,,,,,
agency_cd,site_no,datetime,01_00060_00003,01_00060_00003_cd,15_00010_00001,15_00010_00001_cd,15_00010_00002,15_00010_00002_cd,16_00095_00003,16_00095_00003_cd
USGS,7130500,10/19/2008,257,A,13.7,A,12.9,A,1640,A
USGS,7130500,10/20/2008,255,A,13.2,A,13,A,1630,A
USGS,7130500,10/21/2008,194,A,13.6,A,12.9,A,1580,A
USGS,7130500,10/22/2008,153,A,12.9,A,10.9,A,1640,A
USGS,7130500,10/23/2008,152,A,10.9,A,9.4,A,1680,A
USGS,7130500,10/24/2008,152,A,10,A,9,A,1660,A
USGS,7130500,10/25/2008,151,A,10.1,A,9.1,A,1660,A
USGS,7130500,10/26/2008,150,A,10.1,A,9.3,A,1660,A
USGS,7130500,10/27/2008,173,A,10,A,9.3,A,1660,A
USGS,7130500,10/28/2008,188,A,9.8,A,8.9,A,1670,A
USGS,7130500,10/29/2008,189,A,10,A,9.1,A,1670,A
USGS,7130500,10/30/2008,189,A,9.8,A,9.1,A,1670,A
USGS,7130500,10/31/2008,133,A,10,A,9.1,A,1680,A
USGS,7130500,11/1/2008,2,A,,,,,,
USGS,7130500,11/2/2008,1.3,A,,,,,,
USGS,7130500,11/3/2008,1.2,A,,,,,,
USGS,7130500,11/4/2008,1.1,A,13.2,A,,,1730,A
USGS,7130500,11/5/2008,1,A,11.2,A,9,A,1740,A
USGS,7130500,11/6/2008,0.91,A,10.7,A,7.6,A,1750,A
USGS,7130500,11/7/2008,0.88,A,10.7,A,6.5,A,1770,A
USGS,7130500,11/8/2008,0.9,A,10.5,A,7.5,A,1780,A
USGS,7130500,11/9/2008,0.92,A,10.6,A,7.9,A,1790,A
USGS,7130500,11/10/2008,0.94,A,9.4,A,7.9,A,1800,A
USGS,7130500,11/11/2008,1,A,10.5,A,7,A,1820,A
USGS,7130500,11/12/2008,0.98,A,10.1,A,7.7,A,1830,A
USGS,7130500,11/13/2008,0.79,A,11.7,A,7.7,A,1840,A
USGS,7130500,11/14/2008,0.64,A,9.1,A,5.1,A,1860,A
USGS,7130500,11/15/2008,0.7,A,6.6,A,3.4,A,1870,A
USGS,7130500,11/16/2008,0.75,A,8.6,A,4.1,A,1880,A
USGS,7130500,11/17/2008,0.73,A,8.7,A,5.3,A,1890,A
USGS,7130500,11/18/2008,0.78,A,10.9,A,5.4,A,1900,A
USGS,7130500,11/19/2008,0.81,A,9.1,A,5.9,A,1910,A
USGS,7130500,11/20/2008,0.87,A,7.2,A,5.4,A,1910,A
USGS,7130500,11/21/2008,0.91,A,6.7,A,3.8,A,1920,A
USGS,7130500,11/22/2008,0.81,A,7.6,A,3.9,A,1940,A
USGS,7130500,11/23/2008,0.74,A,5.6,A,4,A,1950,A
USGS,7130500,11/24/2008,0.74,A,7.4,A,3.7,A,1950,A
USGS,7130500,11/25/2008,0.8,A,6.3,A,3,A,1960,A
USGS,7130500,11/26/2008,0.7,A,5.3,A,2.7,A,1970,A
USGS,7130500,11/27/2008,0.73,A,4.7,A,3.9,A,1970,A
USGS,7130500,11/28/2008,0.76,A,4.5,A,3.8,A,1980,A
USGS,7130500,11/29/2008,0.75,A,5,A,3.1,A,1990,A
USGS,7130500,11/30/2008,0.73,A,4.7,A,3.4,A,2000,A
USGS,7130500,12/1/2008,0.7,A,4.6,A,2.3,A,2010,A
USGS,7130500,12/2/2008,0.74,A,5.7,A,2.5,A,2020,A
USGS,7130500,12/3/2008,0.74,A,4.5,A,3.6,A,2020,A
USGS,7130500,12/4/2008,0.76,A,3.8,A,1.6,A,2030,A
USGS,7130500,12/5/2008,0.83,A,3.5,A,1,A,2050,A
USGS,7130500,12/6/2008,0.87,A,3.8,A,2.4,A,2060,A
USGS,7130500,12/7/2008,0.87,A,4.2,A,2.1,A,2040,A
USGS,7130500,12/8/2008,0.84,A,6,A,3.1,A,2040,A
USGS,7130500,12/9/2008,0.82,A,5.2,A,1.7,A,2050,A
USGS,7130500,12/10/2008,0.79,A,3.4,A,0.9,A,2070,A
USGS,7130500,12/11/2008,0.77,A,3.4,A,0.7,A,2080,A
USGS,7130500,12/12/2008,0.82,A,4.2,A,2.8,A,2080,A
USGS,7130500,12/13/2008,0.75,A,5,A,2.6,A,2080,A
USGS,7130500,12/14/2008,0.77,A,4.2,A,0.8,A,2100,A
USGS,7130500,12/15/2008,0.5,A:e,1.6,A,0.7,A,2170,A
USGS,7130500,12/16/2008,0.6,A:e,1.5,A,0.1,A,2210,A
USGS,7130500,12/17/2008,0.65,A:e,2.1,A,0.6,A,2180,A
USGS,7130500,12/18/2008,0.75,A:e,3.1,A,0.8,A,2170,A
USGS,7130500,12/19/2008,0.76,A,2.9,A,0.8,A,2150,A
USGS,7130500,12/20/2008,0.7,A,3.1,A,1.8,A,2160,A
USGS,7130500,12/21/2008,0.65,A:e,3.3,A,1.7,A,2180,A
USGS,7130500,12/22/2008,0.65,A:e,3.4,A,1.5,A,2210,A
USGS,7130500,12/23/2008,0.7,A:e,3.5,A,1.6,A,2200,A
USGS,7130500,12/24/2008,0.65,A:e,2.7,A,1,A,2200,A
USGS,7130500,12/25/2008,0.7,A:e,4.2,A,2.2,A,2200,A
USGS,7130500,12/26/2008,0.76,A,4.3,A,3,A,2130,A
USGS,7130500,12/27/2008,0.74,A,4.3,A,2.2,A,2130,A
USGS,7130500,12/28/2008,0.76,A,4.2,A,2.8,A,2160,A
USGS,7130500,12/29/2008,0.78,A,4.6,A,1.9,A,2160,A
USGS,7130500,12/30/2008,0.75,A,4.4,A,2.7,A,2150,A
USGS,7130500,12/31/2008,0.76,A,4.6,A,2.5,A,2160,A
USGS,7130500,1/1/2009,0.8,A,4.1,A,2.3,A,2170,A
USGS,7130500,1/2/2009,0.81,A,4.7,A,2.4,A,2170,A
USGS,7130500,1/3/2009,0.8,A,4.4,A,2.7,A,2160,A
USGS,7130500,1/4/2009,0.74,A,3.9,A,1.7,A,2170,A
USGS,7130500,1/5/2009,8.4,A,3.3,A,1.2,A,2190,A
USGS,7130500,1/6/2009,1.5,A,3.1,A,1,A,2180,A
USGS,7130500,1/7/2009,4.8,A,3.2,A,1.6,A,2170,A
USGS,7130500,1/8/2009,15,A,3.2,A,1.4,A,2150,A
USGS,7130500,1/9/2009,13,A,3.4,A,1.1,A,2140,A
USGS,7130500,1/10/2009,12,A,2.8,A,0.6,A,2130,A
USGS,7130500,1/11/2009,1.5,A,2.7,A,0.5,A,2130,A
USGS,7130500,1/12/2009,11,A,2.4,A,0.1,A,2130,A
USGS,7130500,1/13/2009,17,A,1.7,A,0,A,2140,A
USGS,7130500,1/14/2009,16,A,2.2,A,0,A,2130,A
USGS,7130500,1/15/2009,1.3,A,1.1,A,0,A,2130,A
USGS,7130500,1/16/2009,1.2,A,2.5,A,0.3,A,2170,A
USGS,7130500,1/17/2009,1.1,A,3.5,A,0.5,A,2160,A
USGS,7130500,1/18/2009,1.2,A,4.1,A,1.1,A,2150,A
USGS,7130500,1/19/2009,1.1,A,5,A,2.2,A,2140,A
USGS,7130500,1/20/2009,1.2,A,5.5,A,1.9,A,2150,A
USGS,7130500,1/21/2009,1.2,A,6.5,A,1.7,A,2170,A
USGS,7130500,1/22/2009,1.2,A,7.8,A,2.2,A,2170,A
USGS,7130500,1/23/2009,1.2,A,4.8,A,2.9,A,2170,A
USGS,7130500,1/24/2009,1.2,A,4.1,A,2,A,2180,A
USGS,7130500,1/25/2009,1.2,A,2.7,A,0.6,A,2180,A
USGS,7130500,1/26/2009,1.1,A,1.1,A,0.1,A,2200,A
USGS,7130500,1/27/2009,1.1,A,1.8,A,0.2,A,2220,A
USGS,7130500,1/28/2009,1.1,A:e,2.5,A,0.6,A,2250,A
USGS,7130500,1/29/2009,1.2,A,4.2,A,1.8,A,2210,A
USGS,7130500,1/30/2009,1.2,A,4,A,2,A,2220,A
USGS,7130500,1/31/2009,1.2,A,4.3,A,1.5,A,2200,A
USGS,7130500,2/1/2009,1.2,A,4.5,A,2.4,A,2190,A
USGS,7130500,2/2/2009,1.1,A,4.6,A,2.8,A,2210,A
USGS,7130500,2/3/2009,1.1,A,5.5,A,2.5,A,2210,A
USGS,7130500,2/4/2009,1.2,A,8.2,A,2.7,A,2200,A
USGS,7130500,2/5/2009,1.2,A,6.7,A,2.9,A,2220,A
USGS,7130500,2/6/2009,1.1,A,6.5,A,3.7,A,2230,A
USGS,7130500,2/7/2009,1.1,A,6.3,A,4.4,A,2240,A
USGS,7130500,2/8/2009,1.1,A,6.1,A,5.2,A,2240,A
USGS,7130500,2/9/2009,1.1,A:e,6.8,A,4.4,A,2220,A
USGS,7130500,2/10/2009,1.1,A,6.2,A,4,A,2240,A
USGS,7130500,2/11/2009,1,A,7.1,A,3.8,A,2250,A
USGS,7130500,2/12/2009,1.1,A,6,A,4,A,2250,A
USGS,7130500,2/13/2009,1,A,5.8,A,4.1,A,2260,A
USGS,7130500,2/14/2009,1.1,A,5.6,A,3.2,A,2260,A
USGS,7130500,2/15/2009,1.1,A,5.6,A,2.7,A,2260,A
USGS,7130500,2/16/2009,1.1,A,8,A,3.2,A,2270,A
USGS,7130500,2/17/2009,0.96,A,7.2,A,4.4,A,2280,A
USGS,7130500,2/18/2009,1.1,A,8.4,A,3.4,A,2280,A
USGS,7130500,2/19/2009,1.1,A,9.8,A,4.1,A,2280,A
USGS,7130500,2/20/2009,1.1,A,9.1,A,3.8,A,2280,A
USGS,7130500,2/21/2009,1.1,A,8.6,A,2.4,A,2280,A
USGS,7130500,2/22/2009,1.1,A,7,A,3,A,2290,A
USGS,7130500,2/23/2009,1.1,A,7.6,A,4,A,2290,A
USGS,7130500,2/24/2009,1.1,A,11.2,A,4.3,A,2300,A
USGS,7130500,2/25/2009,1.1,A,9.2,A,5.6,A,2300,A
USGS,7130500,2/26/2009,1.1,A,13,A,6.6,A,2300,A
USGS,7130500,2/27/2009,1,A,8.1,A,5.7,A,2300,A
USGS,7130500,2/28/2009,1,A,8.3,A,4.6,A,2300,A
USGS,7130500,3/1/2009,1.2,A,8.3,A,4.7,A,2300,A
USGS,7130500,3/2/2009,1.2,A,9.3,A,5.4,A,2310,A
USGS,7130500,3/3/2009,1.2,A,10.4,A,6.4,A,2310,A
USGS,7130500,3/4/2009,1.1,A,11.7,A,7.5,A,2320,A
USGS,7130500,3/5/2009,0.96,A,10.5,A,7.5,A,2320,A
USGS,7130500,3/6/2009,1,A,11.8,A,7.5,A,2320,A
USGS,7130500,3/7/2009,1.1,A,11.1,A,8.8,A,2320,A
USGS,7130500,3/8/2009,1,A,12.9,A,7.8,A,2320,A
USGS,7130500,3/9/2009,1,A,13.2,A,8.6,A,2320,A
USGS,7130500,3/10/2009,1.4,A,9.4,A,7,A,2320,A
USGS,7130500,3/11/2009,1.8,A,8.8,A,5.5,A,2320,A
USGS,7130500,3/12/2009,2.5,A,10.1,A,4.3,A,2310,A
USGS,7130500,3/13/2009,2.5,A,9.3,A,5.6,A,2310,A
USGS,7130500,3/14/2009,2.5,A,12.9,A,5.5,A,2310,A
USGS,7130500,3/15/2009,2.5,A,13.6,A,5.6,A,2300,A
USGS,7130500,3/16/2009,2.5,A,14.7,A,6.6,A,2310,A
USGS,7130500,3/17/2009,2.3,A,15.1,A,7.5,A,2310,A
USGS,7130500,3/18/2009,2.1,A,13.3,A,8.7,A,2320,A
USGS,7130500,3/19/2009,2.2,A,13.7,A,9,A,2330,A
USGS,7130500,3/20/2009,2.2,A,13.2,A,9.1,A,2320,A
USGS,7130500,3/21/2009,2.2,A,15.3,A,9.1,A,2320,A
USGS,7130500,3/22/2009,2.1,A,13.1,A,10,A,2330,A
USGS,7130500,3/23/2009,1.9,A,14.8,A,8.5,A,2330,A
USGS,7130500,3/24/2009,1.8,A,12.3,A,8.2,A,2330,A
USGS,7130500,3/25/2009,1.8,A,13.4,A,8.1,A,2330,A
USGS,7130500,3/26/2009,1.6,A,10.5,A,5.4,A,2320,A
USGS,7130500,3/27/2009,2,A,5.4,A,1.3,A,2250,A
USGS,7130500,3/28/2009,1.7,A,11.3,A,1.8,A,2280,A
USGS,7130500,3/29/2009,1.7,A,11,A,3.8,A,2290,A
USGS,7130500,3/30/2009,1.8,A,8,A,5.3,A,2300,A
USGS,7130500,3/31/2009,1.7,A,10.5,A,3.6,A,2300,A
USGS,7130500,4/1/2009,1.8,A,12.5,A,5.5,A,2300,A
USGS,7130500,4/2/2009,1.8,A,13,A,5.2,A,2290,A
USGS,7130500,4/3/2009,1.8,A,14.3,A,6.5,A,2300,A
USGS,7130500,4/4/2009,1.8,A,11.5,A,6.3,A,2300,A
USGS,7130500,4/5/2009,1.6,A,8.8,A,3.7,A,2300,A
USGS,7130500,4/6/2009,1.7,A,11.6,A,4.6,A,2310,A
USGS,7130500,4/7/2009,1.7,A,14.6,A,5.7,A,2310,A
USGS,7130500,4/8/2009,1.7,A,13.9,A,7.6,A,2320,A
USGS,7130500,4/9/2009,1.6,A,11.8,A,8.4,A,2320,A
USGS,7130500,4/10/2009,1.6,A,13.2,A,7.6,A,2320,A
USGS,7130500,4/11/2009,1.7,A,10.8,A,8.2,A,2330,A
USGS,7130500,4/12/2009,1.9,A,8.4,A,7.6,A,2300,A
USGS,7130500,4/13/2009,29,A,10.2,A,7.1,A,2300,A
USGS,7130500,4/14/2009,48,A,9.8,A,7.7,A,2300,A
USGS,7130500,4/15/2009,48,A,10.2,A,7.8,A,2300,A
USGS,7130500,4/16/2009,48,A,10.6,A,8.6,A,2290,A
USGS,7130500,4/17/2009,43,A,10.9,A,9.1,A,2290,A
USGS,7130500,4/18/2009,37,A,9.4,A,8.7,A,2290,A
USGS,7130500,4/19/2009,33,A,11.5,A,8.3,A,2300,A
USGS,7130500,4/20/2009,198,A,10.3,A,9,A,2300,A
USGS,7130500,4/21/2009,400,A,10.4,A,9.3,A,2300,A
USGS,7130500,4/22/2009,498,A,10.2,A,9.5,A,2300,A
USGS,7130500,4/23/2009,415,A,10.4,A,9.4,A,2300,A
USGS,7130500,4/24/2009,462,A,10.3,A,9.5,A,2300,A
USGS,7130500,4/25/2009,484,A,10.3,A,9.6,A,2300,A
USGS,7130500,4/26/2009,510,A,11.1,A,9.7,A,2310,A
USGS,7130500,4/27/2009,526,A,11.2,A,10.7,A,2310,A
USGS,7130500,4/28/2009,526,A,12.1,A,10.9,A,2310,A
USGS,7130500,4/29/2009,526,A,12.7,A,11.8,A,2310,A
USGS,7130500,4/30/2009,524,A,12.5,A,11.9,A,2310,A
USGS,7130500,5/1/2009,523,A,12.3,A,12.1,A,2310,A
USGS,7130500,5/2/2009,522,A,12.2,A,12,A,2310,A
USGS,7130500,5/3/2009,523,A,12.5,A,12,A,2310,A
USGS,7130500,5/4/2009,523,A,12.6,A,11.9,A,2300,A
USGS,7130500,5/5/2009,520,A,12.9,A,12,A,2310,A
USGS,7130500,5/6/2009,538,A,13.1,A,12.4,A,2330,A
USGS,7130500,5/7/2009,566,A,13.2,A,12.5,A,2330,A
USGS,7130500,5/8/2009,566,A,14,A,12.6,A,2340,A
USGS,7130500,5/9/2009,569,A,14,A,13.3,A,2340,A
USGS,7130500,5/10/2009,569,A,14.3,A,13.4,A,2350,A
USGS,7130500,5/11/2009,569,A,14.9,A,14.1,A,2350,A
USGS,7130500,5/12/2009,537,A,15.2,A,14.5,A,2350,A
USGS,7130500,5/13/2009,505,A,15.3,A,14.5,A,2350,A
USGS,7130500,5/14/2009,507,A,15.7,A,14.6,A,2360,A
USGS,7130500,5/15/2009,518,A,15.6,A,15.2,A,2360,A
USGS,7130500,5/16/2009,538,A,15.7,A,15.2,A,2360,A
USGS,7130500,5/17/2009,539,A,15.8,A,15.1,A,2360,A
USGS,7130500,5/18/2009,525,A,16,A,15.1,A,2350,A
USGS,7130500,5/19/2009,512,A,16.3,A,15.1,A,2350,A
USGS,7130500,5/20/2009,512,A,16.6,A,15.9,A,2350,A
USGS,7130500,5/21/2009,514,A,17.1,A,16,A,2340,A
USGS,7130500,5/22/2009,582,A,17.7,A,17.1,A,2320,A
USGS,7130500,5/23/2009,735,A,17.6,A,17.1,A,2310,A
USGS,7130500,5/24/2009,760,A,17.7,A,17,A,2320,A
USGS,7130500,5/25/2009,761,A,18.4,A,17.3,A,2310,A
USGS,7130500,5/26/2009,762,A,18.9,A,17.8,A,2260,A
USGS,7130500,5/27/2009,749,A,18.8,A,18,A,2240,A
USGS,7130500,5/28/2009,748,A,18.6,A,18.2,A,2250,A
USGS,7130500,5/29/2009,752,A,18.8,A,18.2,A,2230,A
USGS,7130500,5/30/2009,752,A,18.8,A,18.3,A,2220,A
USGS,7130500,5/31/2009,752,A,18.9,A,18.3,A,2200,A
USGS,7130500,6/1/2009,752,A,19.8,A,18.7,A,2130,A
USGS,7130500,6/2/2009,710,A,19.9,A,19.6,A,2040,A
USGS,7130500,6/3/2009,635,A,19.7,A,19.2,A,2020,A
USGS,7130500,6/4/2009,595,A,19.7,A,19.1,A,2030,A
USGS,7130500,6/5/2009,596,A,19.8,A,19.1,A,2020,A
USGS,7130500,6/6/2009,586,A,19.8,A,19.1,A,2020,A
USGS,7130500,6/7/2009,576,A,20.9,A,19.2,A,2000,A
USGS,7130500,6/8/2009,578,A,20.8,A,20.1,A,1920,A
USGS,7130500,6/9/2009,592,A,20.4,A,19.5,A,1910,A
USGS,7130500,6/10/2009,605,A,19.6,A,19.2,A,1870,A
USGS,7130500,6/11/2009,603,A,19.9,A,18.8,A,1880,A
USGS,7130500,6/12/2009,567,A,19.7,A,19.2,A,1880,A
USGS,7130500,6/13/2009,524,A,19.5,A,19.2,A,1890,A
USGS,7130500,6/14/2009,496,A,19.8,A,19.2,A,1890,A
USGS,7130500,6/15/2009,503,A,20,A,19.1,A,1880,A
USGS,7130500,6/16/2009,565,A,20.3,A,19.4,A,1880,A
USGS,7130500,6/17/2009,598,A,20.2,A,19.4,A,1880,A
USGS,7130500,6/18/2009,638,A,20.7,A,19.7,A,1870,A
USGS,7130500,6/19/2009,648,A,20.8,A,20,A,1860,A
USGS,7130500,6/20/2009,519,A,20.7,A,20.3,A,1860,A
USGS,7130500,6/21/2009,480,A,21.5,A,20.5,A,1830,A
USGS,7130500,6/22/2009,481,A,21.2,A,20.3,A,1840,A
USGS,7130500,6/23/2009,459,A,21.2,A,20.3,A,1840,A
USGS,7130500,6/24/2009,520,A,21.5,A,20.8,A,1820,A
USGS,7130500,6/25/2009,623,A,21.2,A,20.7,A,1830,A
USGS,7130500,6/26/2009,659,A,21.4,A,20.7,A,1830,A
USGS,7130500,6/27/2009,631,A,21.7,A,21.2,A,1810,A
USGS,7130500,6/28/2009,647,A,21.6,A,21,A,1810,A
USGS,7130500,6/29/2009,825,A,21.7,A,21,A,1810,A
USGS,7130500,6/30/2009,1270,A,22.7,A,21.5,A,1790,A
USGS,7130500,7/1/2009,1330,A,23,A,21.7,A,1780,A
USGS,7130500,7/2/2009,1370,A,23.1,A,22.5,A,1760,A
USGS,7130500,7/3/2009,1440,A,24,A,22.8,A,1740,A
USGS,7130500,7/4/2009,1460,A,23.8,A,23.6,A,1720,A
USGS,7130500,7/5/2009,1570,A,23.8,A,23.5,A,1710,A
USGS,7130500,7/6/2009,1610,A,23.6,A,23.3,A,1710,A
USGS,7130500,7/7/2009,1530,A,23.6,A,23.1,A,1700,A
USGS,7130500,7/8/2009,1360,A,23.5,A,23.1,A,1700,A
USGS,7130500,7/9/2009,1230,A,23.9,A,23.2,A,1690,A
USGS,7130500,7/10/2009,1200,A,24.2,A,23.3,A,1660,A
USGS,7130500,7/11/2009,1190,A,24.4,A,23.3,A,1660,A
USGS,7130500,7/12/2009,1200,A,24.8,A,23.7,A,1640,A
USGS,7130500,7/13/2009,1220,A,25,A,24.6,A,1620,A
USGS,7130500,7/14/2009,1240,A,25,A,24.4,A,1610,A
USGS,7130500,7/15/2009,1260,A,24.7,A,24.4,A,1590,A
USGS,7130500,7/16/2009,1280,A,25.1,A,24.3,A,1590,A
USGS,7130500,7/17/2009,1280,A,24.8,A,24.5,A,1580,A
USGS,7130500,7/18/2009,1260,A,24.7,A,24.3,A,1580,A
USGS,7130500,7/19/2009,1240,A,24.6,A,24.2,A,1570,A
USGS,7130500,7/20/2009,1210,A,24.7,A,24.2,A,1570,A
USGS,7130500,7/21/2009,1190,A,24.6,A,24.1,A,1560,A
USGS,7130500,7/22/2009,1190,A,24.5,A,24,A,1550,A
USGS,7130500,7/23/2009,795,A,24.7,A,24,A,1550,A
USGS,7130500,7/24/2009,572,A,24.6,A,23.8,A,1540,A
USGS,7130500,7/25/2009,571,A,24.4,A,23.7,A,1530,A
USGS,7130500,7/26/2009,556,A,24.4,A,23.8,A,1520,A
USGS,7130500,7/27/2009,604,A,24.5,A,23.6,A,1510,A
USGS,7130500,7/28/2009,602,A,24.7,A,24.1,A,1490,A
USGS,7130500,7/29/2009,511,A,24.5,A,23.8,A,1490,A
USGS,7130500,7/30/2009,507,A,23.8,A,23.3,A,1480,A
USGS,7130500,7/31/2009,599,A,23.5,A,22.9,A,1480,A
USGS,7130500,8/1/2009,550,A,23.4,A,22.6,A,1490,A
USGS,7130500,8/2/2009,522,A,23.3,A,22,A,1490,A
USGS,7130500,8/3/2009,488,A,22.7,A,21.7,A,1470,A
USGS,7130500,8/4/2009,459,A,22.8,A,21.8,A,1470,A
USGS,7130500,8/5/2009,450,A,23.2,A,22.3,A,1480,A
USGS,7130500,8/6/2009,453,A,23.5,A,22.5,A,1480,A
USGS,7130500,8/7/2009,452,A,24.7,A,23.4,A,1480,A
USGS,7130500,8/8/2009,452,A,25.2,A,23.7,A,1470,A
USGS,7130500,8/9/2009,470,A,24.1,A,23.4,A,1480,A
USGS,7130500,8/10/2009,487,A,23.8,A,23.2,A,1480,A
USGS,7130500,8/11/2009,440,A,23.7,A,22.9,A,1490,A
USGS,7130500,8/12/2009,409,A,23.6,A,22.8,A,1490,A
USGS,7130500,8/13/2009,408,A,23.6,A,22.8,A,1490,A
USGS,7130500,8/14/2009,391,A,23.3,A,22.9,A,1490,A
USGS,7130500,8/15/2009,395,A,24.2,A,23,A,1500,A
USGS,7130500,8/16/2009,404,A,23.5,A,22.6,A,1500,A
USGS,7130500,8/17/2009,401,A,22.9,A,22.2,A,1520,A
USGS,7130500,8/18/2009,399,A,22.6,A,21.9,A,1540,A
USGS,7130500,8/19/2009,409,A,22.5,A,21.6,A,1530,A
USGS,7130500,8/20/2009,418,A,22.5,A,21.5,A,1530,A
USGS,7130500,8/21/2009,417,A,22.5,A,21.6,A,1540,A
USGS,7130500,8/22/2009,428,A,22.3,A,21.6,A,1540,A
USGS,7130500,8/23/2009,434,A,22.6,A,21.7,A,1550,A
USGS,7130500,8/24/2009,433,A,23.3,A,22.3,A,1550,A
USGS,7130500,8/25/2009,431,A,23.7,A,22.8,A,1560,A
USGS,7130500,8/26/2009,278,A,23.8,A,22.6,A,1590,A
USGS,7130500,8/27/2009,88,A,23.8,A,22.1,A,1600,A
USGS,7130500,8/28/2009,82,A,23.7,A,22,A,1610,A
USGS,7130500,8/29/2009,77,A,23.4,A,21.9,A,1610,A
USGS,7130500,8/30/2009,77,A,22.1,A,21.4,A,1620,A
USGS,7130500,8/31/2009,101,A,22.3,A,21,A,1610,A
USGS,7130500,9/1/2009,150,A,22.2,A,20.8,A,1610,A
USGS,7130500,9/2/2009,171,A,21.3,A,20.4,A,1620,A
USGS,7130500,9/3/2009,201,A,21.7,A,20.5,A,1630,A
USGS,7130500,9/4/2009,182,A,21.4,A,20.9,A,1630,A
USGS,7130500,9/5/2009,153,A,21.8,A,20.8,A,1630,A
USGS,7130500,9/6/2009,153,A,21.8,A,20.6,A,1630,A
USGS,7130500,9/7/2009,153,A,22,A,20.6,A,1640,A
USGS,7130500,9/8/2009,150,A,21.9,A,20.5,A,1640,A
USGS,7130500,9/9/2009,108,A,22.3,A,20.8,A,1640,A
USGS,7130500,9/10/2009,83,A,21.9,A,20.6,A,1650,A
USGS,7130500,9/11/2009,77,A,21.6,A,20.3,A,1650,A
USGS,7130500,9/12/2009,72,A,21.2,A,20.4,A,1660,A
USGS,7130500,9/13/2009,73,A,21.1,A,20.1,A,1670,A
USGS,7130500,9/14/2009,94,A,21.3,A,19.9,A,1670,A
USGS,7130500,9/15/2009,99,A,20.8,A,19.4,A,1680,A
USGS,7130500,9/16/2009,89,A,20.2,A,19,A,1710,A
USGS,7130500,9/17/2009,92,A,20.1,A,18.8,A,1720,A
USGS,7130500,9/18/2009,99,A,19.7,A,18.6,A,1710,A
USGS,7130500,9/19/2009,99,A,19.8,A,18.3,A,1710,A
USGS,7130500,9/20/2009,99,A,19.6,A,18.1,A,1710,A
USGS,7130500,9/21/2009,98,A,18.5,A,17,A,1720,A
USGS,7130500,9/22/2009,115,A,17,A,15.7,A,1740,A
USGS,7130500,9/23/2009,142,A,15.7,A,14.3,A,1740,A
USGS,7130500,9/24/2009,151,A,15.1,A,14.1,A,1740,A
USGS,7130500,9/25/2009,151,A,15.1,A,14,A,1740,A
USGS,7130500,9/26/2009,152,A,15.6,A,13.9,A,1750,A
USGS,7130500,9/27/2009,151,A,15.9,A,14.4,A,1750,A
USGS,7130500,9/28/2009,167,A,15.7,A,14.7,A,1750,A
USGS,7130500,9/29/2009,176,A,15.8,A,14.6,A,1750,A
USGS,7130500,9/30/2009,162,A,15.7,A,14.4,A,1750,A
USGS,7130500,10/1/2009,153,A,15.6,A,14.7,A,1770,A
USGS,7130500,10/2/2009,107,A,15.9,A,14.5,A,1790,A
USGS,7130500,10/3/2009,77,A,15.2,A,13.9,A,1840,A
USGS,7130500,10/4/2009,77,A,14.2,A,13.9,A,1840,A
USGS,7130500,10/5/2009,80,A,15.2,A,13.6,A,1820,A
USGS,7130500,10/6/2009,82,A,14.8,A,13.6,A,1830,A
USGS,7130500,10/7/2009,83,A,14.2,A,13.1,A,1840,A
USGS,7130500,10/8/2009,87,A,13.4,A,12.6,A,1840,A
